"BARREL","SPECIES","PLANT ID","TOOTHPICK","QUAD","AorD_1","HT_1","FLWR_1","DATE_1","NOTES_1","AorD_2","FLWR_2","DATE_2","NOTES_2","AorD_3","FLWR_3","DATE_3","NOTES_3","AorD_4","FLWR_4","DATE_4","NOTES_4","AorD_5","FLWR_5","DATE_5","NOTES_5","AorD_6","FLWR_6","DATE_6","NOTES_6","AorD_7","FLWR_7","DATE_7","NOTES_7","AorD_8","FLWR_8","Height_8","DATE_8","NOTES_8","AorD_9","FLWR_9","DATE_9","NOTES_9","FLWRTotal","SEEDTotal"
134,"BRTE",1156,"R C",2,"A","2.4",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",1,2023-06-08,NA,"A",2,2023-06-14,NA,"A",2,"7",2023-06-29,NA,"D",2,2023-07-14,NA,2,176
134,"BRTE",1157,"G S",2,"A","1.4",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",3,2023-06-08,NA,"A",2,2023-06-14,NA,"A",2,"22",2023-06-29,NA,"D",2,2023-07-14,NA,3,264
134,"LAGL",1154,"BLK S",2,"A","1.5",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",3,2023-05-18,NA,"A",35,2023-06-08,NA,"A",38,2023-06-14,NA,"A",38,"25",2023-06-29,NA,"D",66,2023-07-14,NA,66,2574
134,"BRTE",1158,"BLU D",3,"A","1",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",4,2023-06-08,NA,"A",5,NA,NA,"A",5,"27",2023-06-29,NA,"D",5,2023-07-14,NA,5,440
134,"BRTE",1159,"BLK S",3,"A","1.7",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",4,2023-06-08,NA,"A",4,2023-06-14,NA,"A",4,NA,2023-06-29,NA,"D",4,2023-07-14,"same as BLU D",4,352
134,"BRTE",1160,"BLU S",3,"A","1.9",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",2,2023-06-08,NA,"A",1,NA,NA,"D",1,"14",2023-06-29,NA,"D",1,2023-07-14,NA,2,176
134,"BRTE",1161,"R H",3,"A","1.6",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,0,0
134,"BRTE",1162,"BLK H",3,"A","4.9000000000000004",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",6,2023-06-08,NA,"A",7,NA,NA,"D",7,"32",2023-06-29,NA,"D",7,2023-07-14,NA,7,616
134,"BRTE",1163,"R S",3,"A","1.5",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",3,2023-06-08,NA,"A",3,NA,NA,"D",3,"19",2023-06-29,NA,"D",3,2023-07-14,NA,3,264
134,"BRTE",1164,"R C",4,"A","1.3",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",3,2023-05-18,NA,"A",4,2023-06-08,NA,"A",12,2023-06-14,NA,"A",12,"32",2023-06-29,NA,"D",12,2023-07-14,NA,12,1056
134,"BRTE",1165,"BLK S",4,"A","1.1000000000000001",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",9,2023-06-08,NA,"D",2,NA,NA,"D",2,NA,2023-06-29,NA,"D",2,2023-07-14,NA,9,792
134,"BRTE",1776,"BLU S",1,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",3,2023-06-08,NA,"A",2,NA,NA,"D",2,"24",2023-06-29,NA,"D",2,2023-07-14,NA,3,264
134,"BRTE",1777,"G D",2,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",3,2023-06-08,NA,"A",2,2023-06-14,NA,"A",2,"26",2023-06-29,NA,"D",2,2023-07-14,NA,3,264
134,"BRTE",1778,"BLK D",3,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",2,2023-06-08,NA,"A",3,NA,NA,"D",3,"21",2023-06-29,NA,"D",3,2023-07-14,NA,3,264
134,"BRTE",1779,"G D",3,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",4,2023-06-08,NA,"A",4,2023-06-14,NA,"A",4,"39",2023-06-29,NA,"D",4,2023-07-14,NA,4,352
134,"BRTE",1780,"G D",4,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",3,2023-05-18,NA,"A",10,2023-06-08,NA,"A",13,2023-06-14,NA,"A",13,"29",2023-06-29,NA,"D",13,2023-07-14,NA,13,1144
134,"BRTE",1781,"BLU D",4,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",7,2023-06-08,NA,"A",9,2023-06-14,NA,"A",9,"35",2023-06-29,NA,"D",9,2023-07-14,NA,9,792
135,"ELEL",1166,"BLK S",1,"A","1.9",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-08,NA,"A",0,2023-06-14,NA,"A",0,"25",2023-06-29,NA,"A",0,2023-07-14,NA,0,0
135,"ELEL",1167,"BLU S",1,"A","2.2000000000000002",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-08,NA,"A",0,2023-06-14,NA,"A",0,"25",2023-06-29,NA,"A",0,2023-07-14,NA,0,0
135,"ELEL",1168,"G H",1,"A","3.1",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-08,NA,"A",0,2023-06-14,NA,"A",0,"17",2023-06-29,NA,"A",0,2023-07-14,NA,0,0
135,"ELEL",1169,"R C",1,"A","1.6",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-08,NA,"A",0,2023-06-14,NA,"A",0,"25",2023-06-29,NA,"A",0,2023-07-14,NA,0,0
135,"ELEL",1782,"G D",2,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-08,NA,"A",0,2023-06-14,NA,"A",0,"20",2023-06-29,NA,"A",0,2023-07-14,NA,0,0
135,"ELEL",1783,"G S",4,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-08,NA,"A",0,2023-06-14,NA,"A",0,"22",2023-06-29,NA,"A",0,2023-07-14,NA,0,0
135,"ELEL",1784,"BLU",4,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-08,NA,"A",0,2023-06-14,NA,"A",0,"22",2023-06-29,NA,"A",0,2023-07-14,NA,0,0
136,"LAGL",1170,"BLU S",3,"A","0.9",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",3,2023-05-18,NA,"A",24,2023-06-08,NA,"A",34,2023-06-14,NA,"A",34,"31",2023-06-29,NA,"D",104,2023-07-14,NA,104,4056
136,"LAGL",1171,"R S",3,"D","0.3",0,2023-03-20,"NEW","D",0,2023-04-12,NA,"D",0,2023-04-20,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-29,NA,"D",8,2023-07-14,NA,8,312
136,"LAGL",1785,"R S",1,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",2,2023-06-08,NA,"A",5,2023-06-14,NA,"A",5,"7",2023-06-29,NA,"D",5,2023-07-14,NA,5,195
137,"LAGL",1172,"G D",1,"A","0.1",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",1,2023-05-04,NA,"A",3,2023-05-18,NA,"A",18,2023-06-08,NA,"A",24,2023-06-14,NA,"A",24,"18",2023-06-29,NA,"D",31,2023-07-14,NA,31,1209
137,"LAGL",1173,"R S",1,"A","0.8",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"D",0,2023-04-20,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,0,0
137,"LAGL",1174,"G S",2,"A","0.9",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",9,2023-06-08,NA,"A",8,2023-06-14,NA,"A",8,"19",2023-06-29,NA,"D",16,2023-07-14,NA,16,624
137,"LAGL",1175,"BLU D",2,"A","0.8",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",5,2023-06-08,NA,"A",29,2023-06-14,NA,"A",29,"16",2023-06-29,NA,"D",12,2023-07-14,NA,29,1131
137,"LAGL",1176,"BLK D",2,"A","1",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",13,2023-06-08,NA,"A",19,2023-06-14,NA,"A",19,"17",2023-06-29,NA,"D",48,2023-07-14,NA,48,1872
138,"BRTE",1177,"R S",1,"A","1.3",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",2,2023-06-08,NA,"A",2,2023-06-14,NA,"A",2,"32",2023-06-29,NA,"D",5,2023-07-14,NA,5,440
138,"BRTE",1178,"BLK D",1,"A","2.7",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"D",0,2023-06-08,NA,"D",0,NA,NA,"D",0,NA,2023-06-29,NA,"D",2,2023-07-14,NA,2,176
138,"BRTE",1179,"BLK S",1,"A","0.8",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",1,2023-06-08,NA,"A",1,NA,NA,"D",1,"20",2023-06-29,NA,"D",1,2023-07-14,NA,1,88
138,"BRTE",1180,"G S",1,"A","1.4",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",1,2023-06-08,NA,"A",1,2023-06-14,NA,"A",1,"27",2023-06-29,NA,"D",2,2023-07-14,NA,2,176
138,"BRTE",1181,"R H",1,"A","1.4",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-08,NA,"D",2,NA,NA,"D",2,NA,2023-06-29,NA,"D",2,2023-07-14,NA,3,264
138,"BRTE",1182,"BLU D",1,"A","3.3",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",1,2023-05-04,NA,"A",3,2023-05-18,NA,"A",3,2023-06-08,NA,"A",3,NA,NA,"D",3,"12",2023-06-29,NA,"D",3,2023-07-14,NA,3,264
138,"BRTE",1183,"Y D",1,"A","1.3",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",1,2023-06-08,NA,"A",1,NA,NA,"D",1,"17",2023-06-29,NA,"D",1,2023-07-14,NA,1,88
138,"BRTE",1184,"Y D",2,"A","1.6",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",2,2023-06-08,NA,"A",4,2023-06-14,NA,"A",4,"24",2023-06-29,NA,"D",9,2023-07-14,NA,9,792
138,"BRTE",1185,"BLK C",2,"A","1.8",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-08,NA,"A",3,NA,NA,"D",3,"14",2023-06-29,NA,"D",3,2023-07-14,NA,3,264
138,"BRTE",1188,"G S",2,"A","1.8",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-08,NA,"A",3,2023-06-14,NA,"A",3,"12",2023-06-29,NA,"D",6,2023-07-14,NA,6,528
138,"LAGL",1186,"R C",2,"A","1.2",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",6,2023-06-08,NA,"A",8,2023-06-14,NA,"A",8,"15",2023-06-29,NA,"D",14,2023-07-14,NA,14,546
138,"LAGL",1187,"BLU D",2,"A","0.5",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",6,2023-06-08,NA,"A",8,2023-06-14,NA,"A",8,"11",2023-06-29,NA,"D",15,2023-07-14,NA,15,585
138,"BRTE",1189,"G S",3,"A","2",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",2,2023-06-08,NA,"A",3,2023-06-14,NA,"A",3,"12",2023-06-29,NA,"D",4,2023-07-14,NA,4,352
138,"BRTE",1190,"R C",3,"A","3.1",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-08,NA,"A",4,2023-06-14,NA,"A",4,"21",2023-06-29,NA,"D",5,2023-07-14,NA,5,440
138,"BRTE",1191,"BLU D",3,"A","1",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",4,2023-06-08,NA,"A",4,2023-06-14,NA,"A",4,"12",2023-06-29,NA,"D",4,2023-07-14,NA,4,352
138,"BRTE",1192,"BLK S",4,"A","2.2000000000000002",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",1,2023-06-08,NA,"A",2,2023-06-14,NA,"A",2,"19",2023-06-29,NA,"D",2,2023-07-14,NA,2,176
138,"BRTE",1193,"BLU S",4,"A","2.5",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",2,2023-05-18,NA,"A",4,2023-06-08,NA,"A",4,2023-06-14,NA,"A",4,"24",2023-06-29,NA,"D",8,2023-07-14,NA,8,704
138,"BRTE",1786,"R C",1,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",2,2023-05-18,NA,"A",4,2023-06-08,NA,"A",4,2023-06-14,NA,"A",4,"16",2023-06-29,NA,"D",4,2023-07-14,NA,4,352
138,"BRTE",1787,"G D",1,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",1,2023-06-08,NA,"A",1,NA,NA,"D",1,"17",2023-06-29,NA,"D",1,2023-07-14,NA,1,88
138,"BRTE",1788,"BLU S",1,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"D",0,2023-06-08,NA,"D",1,NA,NA,"D",1,NA,2023-06-29,NA,"D",1,2023-07-14,NA,1,88
138,"BRTE",1789,"G H",2,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"D",0,NA,NA,"D",1,NA,NA,"D",1,"9",2023-06-29,NA,"D",1,2023-07-14,NA,1,88
138,"BRTE",1790,"BLK H",4,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",2,2023-05-18,NA,"A",3,2023-06-08,NA,"A",3,2023-06-14,NA,"A",3,"18",2023-06-29,NA,"D",6,2023-07-14,NA,6,528
138,"BRTE",1791,"R S",4,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",2,2023-06-08,NA,"A",2,2023-06-14,NA,"A",2,"15",2023-06-29,NA,"D",2,2023-07-14,NA,2,176
138,"BRTE",1792,"R H",4,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",1,2023-06-08,NA,"D",0,NA,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,1,88
139,"LAGL",1194,"BLK S",3,"A","1.1000000000000001",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",3,2023-05-18,NA,"A",23,2023-06-08,NA,"A",46,2023-06-14,NA,"A",46,"14",2023-06-29,NA,"D",155,2023-07-14,NA,155,6045
140,"BRTE",1195,"G C",1,"A","1.3",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",5,2023-06-08,NA,"A",5,2023-06-14,NA,"A",5,"18",2023-06-29,NA,"D",5,2023-07-14,NA,5,440
140,"BRTE",1196,"R H",1,"A","1.1000000000000001",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-08,NA,"A",3,NA,NA,"D",3,"10",2023-06-29,NA,"D",3,2023-07-14,NA,3,264
140,"BRTE",1197,"G D",1,"A","0.9",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-08,NA,"A",3,NA,NA,"D",3,"23",2023-06-29,NA,"D",3,2023-07-14,NA,3,264
140,"BRTE",1198,"BLK D",1,"A","1.7",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",4,2023-06-08,NA,"A",4,2023-06-14,NA,"A",4,"24",2023-06-29,NA,"D",6,2023-07-14,NA,6,528
140,"BRTE",1199,"BLK H",1,"A","0.8",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"D",0,2023-05-18,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,0,0
140,"BRTE",1200,"G H",2,"A","2.9",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",2,2023-06-08,NA,"A",2,2023-06-14,NA,"A",2,"13",2023-06-29,NA,"D",2,2023-07-14,NA,2,176
140,"BRTE",1201,"G D",2,"A","1.6",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"D",2,2023-06-08,NA,"D",2,NA,NA,"D",2,NA,2023-06-29,NA,"D",2,2023-07-14,NA,2,176
140,"BRTE",1202,"R C",2,"A","2.8",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",2,2023-05-18,NA,"A",1,2023-06-08,NA,"A",2,2023-06-14,NA,"A",2,"9",2023-06-29,NA,"D",2,2023-07-14,NA,2,176
140,"BRTE",1203,"BLU S",2,"A","1.7",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"D",0,2023-06-08,NA,"D",2,NA,NA,"D",2,NA,2023-06-29,NA,"D",2,2023-07-14,NA,2,176
140,"BRTE",1204,"BLK S",2,"A","1.7",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"D",0,2023-05-18,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,0,0
140,"BRTE",1205,"BLU D",2,"A","2.4",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"D",0,2023-05-04,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,0,0
140,"BRTE",1206,"BLK H",3,"A","1.5",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",2,2023-05-18,NA,"A",6,2023-06-08,NA,"A",6,2023-06-14,NA,"A",6,"23",2023-06-29,NA,"D",9,2023-07-14,NA,9,792
140,"BRTE",1207,"R H",3,"A","1.4",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",7,2023-06-08,NA,"A",7,2023-06-14,NA,"A",7,"16",2023-06-29,NA,"D",7,2023-07-14,NA,7,616
140,"BRTE",1208,"BLU D",4,"A","2.2999999999999998",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",6,2023-06-08,NA,"A",7,2023-06-14,NA,"A",7,"18",2023-06-29,NA,"D",7,2023-07-14,NA,7,616
140,"BRTE",1909,"BLU D",1,"NA",NA,0,NA,NA,"NA",0,NA,NA,"A",0,2023-04-20,"NEW","A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",2,2023-06-08,NA,"A",2,2023-06-14,NA,"A",2,"16",2023-06-29,NA,"D",2,2023-07-14,NA,2,176
140,"BRTE",1910,"GC",2,"NA",NA,0,NA,NA,"NA",0,NA,NA,"A",0,2023-04-20,"NEW","A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",5,2023-06-08,NA,"A",7,2023-06-14,NA,"A",7,"37",2023-06-29,NA,"D",9,2023-07-14,NA,9,792
140,"BRTE",1793,"R C",3,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"D",0,2023-05-18,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,0,0
140,"BRTE",1794,"BLU D",3,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-08,NA,"A",2,2023-06-14,NA,"A",2,"18",2023-06-29,NA,"D",2,2023-07-14,NA,3,264
140,"BRTE",1795,"G H",3,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"D",0,2023-05-18,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,0,0
140,"BRTE",1796,"BLK D",3,"NA",NA,0,NA,NA,"A",0,2023-04-12,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",4,2023-06-08,NA,"A",4,2023-06-14,NA,"A",4,"18",2023-06-29,NA,"D",4,2023-07-14,NA,4,352
141,"BRTE",1209,"R S",1,"A","1",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",3,2023-05-18,NA,"A",6,2023-06-08,NA,"A",8,2023-06-14,NA,"A",8,"19",2023-06-29,NA,"D",8,2023-07-14,NA,8,704
141,"BRTE",1210,"BLK H",1,"A","1.3",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"D",0,2023-06-08,NA,"D",0,NA,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,1,88
141,"BRTE",1211,"BLU C",1,"A","2",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",4,2023-05-18,NA,"A",9,2023-06-08,NA,"A",7,NA,NA,"D",7,"28",2023-06-29,NA,"D",7,2023-07-14,NA,9,792
141,"BRTE",1212,"G S",1,"A","1.6",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",3,2023-05-18,NA,"A",4,2023-06-08,NA,"A",4,2023-06-14,NA,"A",4,"17",2023-06-29,NA,"D",4,2023-07-14,NA,4,352
141,"BRTE",1213,"BLK S",1,"A","0.9",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-08,NA,"A",1,2023-06-14,NA,"A",1,"7",2023-06-29,NA,"D",1,2023-07-14,NA,1,88
141,"BRTE",1214,"BLK C",1,"A","0.8",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"D",0,2023-05-18,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,0,0
141,"BRTE",1215,"R H",1,"A","2.2999999999999998",0,2023-03-20,"NEW","A",0,2023-04-12,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",2,2023-05-18,NA,"A",5,2023-06-08,NA,"A",5,NA,NA,"D",5,"31",2023-06-29,NA,"D",5,2023-07-14,NA,5,440
